Invoice ID,Branch,Yangon,Naypyitaw,Mandalay,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,branch_city_num,branch_city,Day,Month_numeric,Year,Month_string
423-57-2993,B,0,0,1,Normal,Male,Sports and travel,93.39,6,28.017,588.357,2019-03-27,07:18:00 PM,Ewallet,10.0,0,Mandalay,27,3,2019,March
894-41-5205,C,0,1,0,Normal,Female,Food and beverages,43.18,8,17.272,362.712,2019-01-19,07:39:00 PM,Credit card,8.3,1,Naypyitaw,19,1,2019,January
275-28-0149,A,1,0,0,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2019-02-25,04:21:00 PM,Cash,6.0,2,Yangon,25,2,2019,February
101-17-6199,A,1,0,0,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,2019-03-13,07:44:00 PM,Credit card,7.0,2,Yangon,13,3,2019,March
423-80-0988,C,0,1,0,Normal,Male,Sports and travel,76.4,2,7.64,160.44,2019-01-30,07:42:00 PM,Ewallet,6.5,1,Naypyitaw,30,1,2019,January
548-46-9322,B,0,0,1,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2019-02-20,03:24:00 PM,Credit card,5.9,0,Mandalay,20,2,2019,February
505-02-0892,B,0,0,1,Member,Male,Health and beauty,42.57,8,17.028,357.588,2019-02-25,02:12:00 PM,Ewallet,5.6,0,Mandalay,25,2,2019,February
234-65-2137,C,0,1,0,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,2019-01-16,01:32:00 PM,Cash,4.8,1,Naypyitaw,16,1,2019,January
687-47-8271,A,1,0,0,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2019-02-08,04:20:00 PM,Credit card,8.7,2,Yangon,8,2,2019,February
796-32-9050,A,1,0,0,Normal,Male,Food and beverages,51.28,6,15.384,323.064,2019-01-19,04:31:00 PM,Cash,6.5,2,Yangon,19,1,2019,January
105-31-1824,A,1,0,0,Member,Male,Sports and travel,69.52,7,24.332,510.972,2019-02-01,03:10:00 PM,Credit card,8.5,2,Yangon,1,2,2019,February
249-42-3782,A,1,0,0,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,2019-01-03,11:36:00 AM,Ewallet,5.5,2,Yangon,3,1,2019,January
316-55-4634,B,0,0,1,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,2019-01-26,12:45:00 PM,Credit card,9.4,0,Mandalay,26,1,2019,January
733-33-4967,C,0,1,0,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,2019-03-03,07:17:00 PM,Cash,6.3,1,Naypyitaw,3,3,2019,March
608-27-6295,B,0,0,1,Member,Male,Electronic accessories,52.89,6,15.867,333.207,2019-01-19,05:34:00 PM,Credit card,9.8,0,Mandalay,19,1,2019,January
414-12-7047,B,0,0,1,Normal,Male,Food and beverages,19.79,8,7.916,166.236,2019-01-18,12:04:00 PM,Ewallet,8.7,0,Mandalay,18,1,2019,January
827-26-2100,A,1,0,0,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,2019-03-21,04:21:00 PM,Ewallet,8.8,2,Yangon,21,3,2019,March
175-54-2529,A,1,0,0,Member,Male,Food and beverages,22.17,8,8.868,186.228,2019-03-03,05:01:00 PM,Credit card,9.6,2,Yangon,3,3,2019,March
139-52-2867,C,0,1,0,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2019-02-13,10:50:00 AM,Credit card,4.8,1,Naypyitaw,13,2,2019,February
407-63-8975,A,1,0,0,Normal,Male,Food and beverages,73.88,6,22.164,465.444,2019-03-23,07:16:00 PM,Ewallet,4.4,2,Yangon,23,3,2019,March
342-65-4817,C,0,1,0,Member,Male,Health and beauty,86.8,3,13.02,273.42,2019-01-28,04:47:00 PM,Ewallet,9.9,1,Naypyitaw,28,1,2019,January
130-98-8941,C,0,1,0,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,2019-02-09,10:00:00 AM,Cash,5.7,1,Naypyitaw,9,2,2019,February
434-83-9547,C,0,1,0,Member,Male,Food and beverages,38.47,8,15.388,323.148,2019-01-23,11:51:00 AM,Cash,7.7,1,Naypyitaw,23,1,2019,January
851-28-6367,A,1,0,0,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,10:55:00 AM,Ewallet,8.0,2,Yangon,23,3,2019,March
824-88-3614,C,0,1,0,Normal,Male,Health and beauty,34.31,8,13.724,288.204,2019-01-25,03:00:00 PM,Ewallet,5.7,1,Naypyitaw,25,1,2019,January
586-25-0848,A,1,0,0,Normal,Female,Sports and travel,12.34,7,4.319,90.699,2019-03-04,11:19:00 AM,Credit card,6.7,2,Yangon,4,3,2019,March
895-66-0685,B,0,0,1,Member,Male,Food and beverages,18.08,3,2.712,56.952,2019-03-05,07:46:00 PM,Ewallet,8.0,0,Mandalay,5,3,2019,March
305-14-0245,B,0,0,1,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,07:00:00 PM,Ewallet,7.5,0,Mandalay,3,3,2019,March
732-04-5373,B,0,0,1,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,10:53:00 AM,Cash,7.0,0,Mandalay,8,2,2019,February
400-60-7251,A,1,0,0,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,12:50:00 PM,Ewallet,9.9,2,Yangon,10,2,2019,February
593-65-1552,C,0,1,0,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,08:50:00 PM,Credit card,5.9,1,Naypyitaw,28,1,2019,January
284-34-9626,B,0,0,1,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,10:39:00 AM,Credit card,7.2,0,Mandalay,11,2,2019,February
437-58-8131,B,0,0,1,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,2019-01-15,01:41:00 PM,Ewallet,4.6,0,Mandalay,15,1,2019,January
286-43-6208,C,0,1,0,Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16,07:08:00 PM,Cash,9.2,1,Naypyitaw,16,3,2019,March
641-43-2399,B,0,0,1,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,08:23:00 PM,Ewallet,5.7,0,Mandalay,26,1,2019,January
831-07-6050,A,1,0,0,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,2019-03-19,11:30:00 AM,Credit card,9.9,2,Yangon,19,3,2019,March
556-86-3144,C,0,1,0,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,2019-01-13,07:30:00 PM,Cash,5.0,1,Naypyitaw,13,1,2019,January
848-24-9445,C,0,1,0,Member,Male,Health and beauty,43.7,2,4.37,91.77,2019-03-26,06:03:00 PM,Cash,4.9,1,Naypyitaw,26,3,2019,March
856-22-8149,A,1,0,0,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,2019-03-23,10:13:00 AM,Ewallet,6.1,2,Yangon,23,3,2019,March
699-01-4164,C,0,1,0,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,07:58:00 PM,Credit card,8.2,1,Naypyitaw,12,3,2019,March
420-11-4919,C,0,1,0,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,07:57:00 PM,Credit card,5.5,1,Naypyitaw,17,2,2019,February
606-80-4905,C,0,1,0,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,10:01:00 AM,Credit card,6.8,1,Naypyitaw,29,1,2019,January
542-41-0513,B,0,0,1,Member,Female,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,11:57:00 AM,Cash,6.6,0,Mandalay,15,3,2019,March
426-39-2418,C,0,1,0,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,10:02:00 AM,Cash,9.8,1,Naypyitaw,14,1,2019,January
875-46-5808,B,0,0,1,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,02:51:00 PM,Ewallet,8.7,0,Mandalay,6,2,2019,February
394-43-4238,B,0,0,1,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15,12:42:00 PM,Credit card,5.4,0,Mandalay,15,2,2019,February
749-24-1565,A,1,0,0,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,2019-01-03,12:02:00 PM,Ewallet,7.9,2,Yangon,3,1,2019,January
672-51-8681,C,0,1,0,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,2019-01-04,06:19:00 PM,Credit card,9.7,1,Naypyitaw,4,1,2019,January
263-87-5680,C,0,1,0,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,05:38:00 PM,Ewallet,7.8,1,Naypyitaw,18,3,2019,March
573-58-9734,B,0,0,1,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,01:41:00 PM,Ewallet,5.1,0,Mandalay,28,3,2019,March
817-69-8206,B,0,0,1,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,2019-03-02,07:42:00 PM,Credit card,6.5,0,Mandalay,2,3,2019,March
888-02-0338,A,1,0,0,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,08:24:00 PM,Ewallet,5.9,2,Yangon,25,1,2019,January
677-11-0152,C,0,1,0,Normal,Female,Food and beverages,93.26,9,41.967,881.307,2019-01-16,06:08:00 PM,Cash,8.8,1,Naypyitaw,16,1,2019,January
142-63-6033,B,0,0,1,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,07:17:00 PM,Ewallet,4.9,0,Mandalay,20,3,2019,March
656-16-1063,B,0,0,1,Normal,Male,Sports and travel,46.42,3,6.963,146.223,2019-01-04,01:24:00 PM,Credit card,4.4,0,Mandalay,4,1,2019,January
891-58-8335,B,0,0,1,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,03:53:00 PM,Cash,6.5,0,Mandalay,11,3,2019,March
802-43-8934,A,1,0,0,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,2019-03-22,03:05:00 PM,Credit card,8.3,2,Yangon,22,3,2019,March
560-30-5617,B,0,0,1,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,06:27:00 PM,Cash,8.5,0,Mandalay,24,3,2019,March
319-74-2561,A,1,0,0,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,04:55:00 PM,Cash,5.5,2,Yangon,21,2,2019,February
549-03-9315,B,0,0,1,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,12:58:00 PM,Ewallet,8.7,0,Mandalay,12,2,2019,February
790-29-1172,B,0,0,1,Normal,Female,Food and beverages,57.34,3,8.601,180.621,2019-03-10,06:59:00 PM,Credit card,7.9,0,Mandalay,10,3,2019,March
239-36-3640,B,0,0,1,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,01:44:00 PM,Ewallet,6.1,0,Mandalay,31,1,2019,January
468-01-2051,B,0,0,1,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,01:46:00 PM,Ewallet,5.4,0,Mandalay,6,3,2019,March
389-25-3394,C,0,1,0,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,06:06:00 PM,Cash,9.4,1,Naypyitaw,17,2,2019,February
279-62-1445,C,0,1,0,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38:00 PM,Cash,8.2,1,Naypyitaw,21,2,2019,February
213-72-6612,A,1,0,0,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,03:56:00 PM,Cash,6.2,2,Yangon,20,3,2019,March
746-68-6593,C,0,1,0,Member,Female,Sports and travel,87.16,2,8.716,183.036,2019-01-11,02:29:00 PM,Credit card,9.7,1,Naypyitaw,11,1,2019,January
836-82-5858,B,0,0,1,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,07:14:00 PM,Ewallet,4.0,0,Mandalay,26,1,2019,January
583-72-1480,C,0,1,0,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,04:24:00 PM,Ewallet,9.7,1,Naypyitaw,31,1,2019,January
466-61-5506,B,0,0,1,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,10:52:00 AM,Cash,5.3,0,Mandalay,26,2,2019,February
721-86-6247,A,1,0,0,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,12:55:00 PM,Ewallet,7.4,2,Yangon,11,3,2019,March
289-65-5721,B,0,0,1,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,07:28:00 PM,Cash,6.5,0,Mandalay,26,1,2019,January
545-46-3100,B,0,0,1,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,01:52:00 PM,Credit card,8.7,0,Mandalay,12,3,2019,March
418-02-5978,B,0,0,1,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,10:54:00 AM,Cash,8.0,0,Mandalay,11,2,2019,February
269-04-5750,B,0,0,1,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,06:31:00 PM,Cash,6.7,0,Mandalay,21,2,2019,February
157-13-5295,A,1,0,0,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,06:24:00 PM,Ewallet,6.5,2,Yangon,9,3,2019,March
645-78-8093,A,1,0,0,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,06:09:00 PM,Ewallet,4.1,2,Yangon,20,1,2019,January
211-30-9270,C,0,1,0,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,03:16:00 PM,Credit card,4.9,1,Naypyitaw,28,1,2019,January
755-12-3214,C,0,1,0,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,05:07:00 PM,Credit card,8.6,1,Naypyitaw,5,3,2019,March
346-84-3103,B,0,0,1,Member,Female,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,07:26:00 PM,Cash,4.3,0,Mandalay,2,3,2019,March
478-06-7835,A,1,0,0,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,11:20:00 AM,Ewallet,4.9,2,Yangon,11,1,2019,January
540-11-4336,A,1,0,0,Normal,Male,Food and beverages,24.94,9,11.223,235.683,2019-01-11,04:49:00 PM,Credit card,5.6,2,Yangon,11,1,2019,January
448-81-5016,A,1,0,0,Normal,Male,Health and beauty,59.77,2,5.977,125.517,2019-03-11,12:01:00 PM,Credit card,5.8,2,Yangon,11,3,2019,March
142-72-4741,C,0,1,0,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,06:37:00 PM,Credit card,6.0,1,Naypyitaw,28,2,2019,February
217-58-1179,A,1,0,0,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25:00 AM,Cash,4.2,2,Yangon,5,1,2019,January
376-02-8238,B,0,0,1,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,06:42:00 PM,Credit card,8.3,0,Mandalay,2,2,2019,February
530-90-9855,A,1,0,0,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,2019-01-01,02:47:00 PM,Cash,5.7,2,Yangon,1,1,2019,January
866-05-7563,B,0,0,1,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,07:43:00 PM,Cash,4.8,0,Mandalay,9,2,2019,February
604-70-6476,A,1,0,0,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,02:04:00 PM,Ewallet,6.8,2,Yangon,23,1,2019,January
799-71-1548,A,1,0,0,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,04:11:00 PM,Credit card,8.8,2,Yangon,7,1,2019,January
785-13-7708,B,0,0,1,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,07:06:00 PM,Credit card,4.2,0,Mandalay,14,1,2019,January
845-51-0542,B,0,0,1,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,03:34:00 PM,Ewallet,6.4,0,Mandalay,2,2,2019,February
662-47-5456,C,0,1,0,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,07:06:00 PM,Credit card,8.4,1,Naypyitaw,17,3,2019,March
883-17-4236,C,0,1,0,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,07:44:00 PM,Credit card,7.2,1,Naypyitaw,2,3,2019,March
290-68-2984,A,1,0,0,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22:00 AM,Cash,5.2,2,Yangon,16,3,2019,March
704-11-6354,A,1,0,0,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23:00 AM,Cash,8.9,2,Yangon,6,1,2019,January
110-48-7033,B,0,0,1,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,02:12:00 PM,Cash,9.0,0,Mandalay,29,1,2019,January
366-93-0948,A,1,0,0,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,10:46:00 AM,Credit card,9.7,2,Yangon,31,1,2019,January
729-09-9681,A,1,0,0,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,10:16:00 AM,Ewallet,8.7,2,Yangon,5,2,2019,February
151-16-1484,A,1,0,0,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38:00 PM,Ewallet,6.5,2,Yangon,13,2,2019,February
380-94-4661,C,0,1,0,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,01:05:00 PM,Credit card,6.9,1,Naypyitaw,7,2,2019,February
850-41-9669,A,1,0,0,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,01:25:00 PM,Ewallet,6.2,2,Yangon,19,3,2019,March
821-07-3596,C,0,1,0,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,02:53:00 PM,Ewallet,5.6,1,Naypyitaw,7,3,2019,March
655-85-5130,B,0,0,1,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,07:22:00 PM,Cash,5.7,0,Mandalay,13,3,2019,March
447-15-7839,A,1,0,0,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00:00 AM,Cash,4.2,2,Yangon,9,2,2019,February
154-74-7179,B,0,0,1,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,07:24:00 PM,Ewallet,7.9,0,Mandalay,26,2,2019,February
253-12-6086,A,1,0,0,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43:00 PM,Credit card,8.7,2,Yangon,12,3,2019,March
808-65-0703,C,0,1,0,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,05:22:00 PM,Credit card,6.9,1,Naypyitaw,14,3,2019,March
571-94-0759,B,0,0,1,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,08:55:00 PM,Cash,9.5,0,Mandalay,8,1,2019,January
144-51-6085,A,1,0,0,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,04:05:00 PM,Credit card,4.4,2,Yangon,5,1,2019,January
731-14-2199,A,1,0,0,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,01:34:00 PM,Ewallet,7.0,2,Yangon,4,1,2019,January
783-09-1637,B,0,0,1,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,06:13:00 PM,Ewallet,6.3,0,Mandalay,6,3,2019,March
687-15-1097,C,0,1,0,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,07:17:00 PM,Cash,9.7,1,Naypyitaw,3,1,2019,January
126-54-1082,A,1,0,0,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44:00 AM,Credit card,8.8,2,Yangon,7,1,2019,January
633-91-1052,A,1,0,0,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,03:51:00 PM,Cash,5.1,2,Yangon,27,1,2019,January
477-24-6490,B,0,0,1,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,04:52:00 PM,Ewallet,7.9,0,Mandalay,26,2,2019,February
566-19-5475,B,0,0,1,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,08:52:00 PM,Cash,6.2,0,Mandalay,7,1,2019,January
526-86-8552,C,0,1,0,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,05:36:00 PM,Cash,7.1,1,Naypyitaw,7,1,2019,January
376-56-3573,C,0,1,0,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,01:23:00 PM,Ewallet,6.4,1,Naypyitaw,2,2,2019,February
537-72-0426,C,0,1,0,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,04:28:00 PM,Cash,5.7,1,Naypyitaw,20,3,2019,March
828-61-5674,A,1,0,0,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,07:57:00 PM,Credit card,9.6,2,Yangon,20,3,2019,March
136-08-6195,A,1,0,0,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,05:01:00 PM,Credit card,6.4,2,Yangon,15,2,2019,February
523-38-0215,C,0,1,0,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,01:29:00 PM,Credit card,7.9,1,Naypyitaw,6,3,2019,March
490-29-1201,A,1,0,0,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09:00 AM,Cash,6.5,2,Yangon,6,1,2019,January
667-92-0055,A,1,0,0,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,03:02:00 PM,Ewallet,8.5,2,Yangon,4,3,2019,March
565-17-3836,A,1,0,0,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,02:21:00 PM,Cash,9.1,2,Yangon,12,3,2019,March
498-41-1961,B,0,0,1,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,06:01:00 PM,Cash,7.6,0,Mandalay,20,2,2019,February
593-95-4461,C,0,1,0,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,02:49:00 PM,Cash,6.9,1,Naypyitaw,24,3,2019,March
226-71-3580,C,0,1,0,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02:00 PM,Cash,9.5,1,Naypyitaw,31,1,2019,January
283-79-9594,B,0,0,1,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,01:30:00 PM,Credit card,5.2,0,Mandalay,25,1,2019,January
430-60-3493,A,1,0,0,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,02:38:00 PM,Cash,4.2,2,Yangon,3,2,2019,February
139-20-0155,B,0,0,1,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,05:37:00 PM,Credit card,7.0,0,Mandalay,24,1,2019,January
558-80-4082,C,0,1,0,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,05:20:00 PM,Ewallet,6.0,1,Naypyitaw,14,3,2019,March
278-97-7759,A,1,0,0,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,08:29:00 PM,Cash,4.7,2,Yangon,18,2,2019,February
316-68-6352,A,1,0,0,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00:00 AM,Cash,7.1,2,Yangon,21,1,2019,January
585-03-5943,B,0,0,1,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46:00 AM,Ewallet,5.9,0,Mandalay,13,3,2019,March
211-05-0490,C,0,1,0,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,01:42:00 PM,Cash,7.5,1,Naypyitaw,3,3,2019,March
727-75-6477,C,0,1,0,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,02:44:00 PM,Cash,6.4,1,Naypyitaw,29,3,2019,March
744-02-5987,A,1,0,0,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,02:16:00 PM,Ewallet,5.8,2,Yangon,10,1,2019,January
307-83-9164,A,1,0,0,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,03:54:00 PM,Cash,4.5,2,Yangon,25,1,2019,January
779-06-0012,C,0,1,0,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21:00 AM,Cash,7.7,1,Naypyitaw,19,1,2019,January
446-47-6729,C,0,1,0,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,06:09:00 PM,Credit card,6.7,1,Naypyitaw,2,1,2019,January
573-10-3877,B,0,0,1,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,04:46:00 PM,Credit card,4.7,0,Mandalay,12,3,2019,March
735-06-4124,C,0,1,0,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,03:31:00 PM,Cash,4.4,1,Naypyitaw,25,2,2019,February
439-54-7422,A,1,0,0,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,05:15:00 PM,Credit card,4.7,2,Yangon,18,3,2019,March
396-90-2219,B,0,0,1,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,12:29:00 PM,Cash,8.6,0,Mandalay,23,2,2019,February
411-77-0180,A,1,0,0,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,08:14:00 PM,Ewallet,4.3,2,Yangon,26,3,2019,March
286-01-5402,A,1,0,0,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,01:22:00 PM,Cash,9.6,2,Yangon,30,3,2019,March
803-17-8013,A,1,0,0,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,05:09:00 PM,Cash,4.1,2,Yangon,17,2,2019,February
512-98-1403,A,1,0,0,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,10:40:00 AM,Ewallet,4.7,2,Yangon,21,3,2019,March
848-42-2560,A,1,0,0,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,05:43:00 PM,Cash,7.8,2,Yangon,5,3,2019,March
532-59-7201,B,0,0,1,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,02:04:00 PM,Cash,5.5,0,Mandalay,31,1,2019,January
181-94-6432,C,0,1,0,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,07:05:00 PM,Ewallet,9.7,1,Naypyitaw,5,2,2019,February
870-76-1733,A,1,0,0,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08:00 AM,Credit card,4.4,2,Yangon,1,2,2019,February
423-64-4619,A,1,0,0,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,01:12:00 PM,Cash,5.0,2,Yangon,7,3,2019,March
227-07-4446,C,0,1,0,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,08:51:00 PM,Cash,4.4,1,Naypyitaw,10,2,2019,February
174-36-3675,C,0,1,0,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,05:29:00 PM,Cash,5.2,1,Naypyitaw,14,2,2019,February
428-83-5800,C,0,1,0,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25:00 AM,Cash,7.3,1,Naypyitaw,9,2,2019,February
603-07-0961,C,0,1,0,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,11:34:00 AM,Cash,4.9,1,Naypyitaw,10,1,2019,January
704-20-4138,C,0,1,0,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,06:58:00 PM,Credit card,8.1,1,Naypyitaw,11,3,2019,March
787-15-1757,C,0,1,0,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,04:28:00 PM,Ewallet,8.4,1,Naypyitaw,18,2,2019,February
